productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
528052,Paldean Fates Mini Tin [Tinkatink],Paldean Fates Mini Tin Tinkatink,https://tcgplayer-cdn.tcgplayer.com/product/528052_200w.jpg,3,23353,https://cpt.tcgcsv.com/3ff6,2024-02-09T05:03:15.08,1,"In this PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Mini Tin, you'll find:
<br>â¢ 2 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ 1 sticker sheet
<br>â¢ A PokÃ©mon art card showing the art from this Mini Tin-you can collect and combine all 5!",12.99,19.94,25.0,11.67,,Normal,,,,,,,,,,,
528055,Paldean Fates Mini Tin [Finizen],Paldean Fates Mini Tin Finizen,https://tcgplayer-cdn.tcgplayer.com/product/528055_200w.jpg,3,23353,https://cpt.tcgcsv.com/7ff6,2024-02-09T05:03:15.08,1,"In this PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Mini Tin, you'll find:
<br>â¢ 2 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ 1 sticker sheet
<br>â¢ A PokÃ©mon art card showing the art from this Mini Tin-you can collect and combine all 5!",12.99,20.0,25.0,12.41,,Normal,,,,,,,,,,,
528056,Paldean Fates Tin [Charizard ex],Paldean Fates Tin Charizard ex,https://tcgplayer-cdn.tcgplayer.com/product/528056_200w.jpg,3,23353,https://cpt.tcgcsv.com/8ff6,2024-02-09T05:03:15.08,1,"Shiny PokÃ©mon ex in the Spotlight!

Behold the breathtaking power of Shiny PokÃ©mon ex who transcend the boundaries of time and type! With this tin, choose the quaking force of Great Tusk ex as an Ancient PokÃ©mon, the iron-clad determination of Iron Treads ex as a Future PokÃ©mon, or the burning spirit of Charizard ex as a Darkness-type Tera PokÃ©mon. Then, discover even more awesome cards in Scarlet & Violet-Paldean Fates booster packs!
<br>The PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Tin includes:
<br>â¢ 1 foil promo card featuring Shiny Great Tusk ex, Shiny Iron Treads ex, or Shiny Charizard ex
<br>â¢ 5 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ A code card for PokÃ©mon TCG Live",49.95,63.93,125.0,60.45,,Normal,,,,,,,,,,,
528057,Paldean Fates Tin [Great Tusk ex],Paldean Fates Tin Great Tusk ex,https://tcgplayer-cdn.tcgplayer.com/product/528057_200w.jpg,3,23353,https://cpt.tcgcsv.com/9ff6,2024-02-09T05:03:15.08,1,"Shiny PokÃ©mon ex in the Spotlight!

Behold the breathtaking power of Shiny PokÃ©mon ex who transcend the boundaries of time and type! With this tin, choose the quaking force of Great Tusk ex as an Ancient PokÃ©mon, the iron-clad determination of Iron Treads ex as a Future PokÃ©mon, or the burning spirit of Charizard ex as a Darkness-type Tera PokÃ©mon. Then, discover even more awesome cards in Scarlet & Violet-Paldean Fates booster packs!
<br>The PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Tin includes:
<br>â¢ 1 foil promo card featuring Shiny Great Tusk ex, Shiny Iron Treads ex, or Shiny Charizard ex
<br>â¢ 5 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ A code card for PokÃ©mon TCG Live",38.99,39.99,99.99,34.66,,Normal,,,,,,,,,,,
528058,Paldean Fates Tin [Iron Treads ex],Paldean Fates Tin Iron Treads ex,https://tcgplayer-cdn.tcgplayer.com/product/528058_200w.jpg,3,23353,https://cpt.tcgcsv.com/bff6,2024-02-09T05:03:15.08,1,"Shiny PokÃ©mon ex in the Spotlight!

Behold the breathtaking power of Shiny PokÃ©mon ex who transcend the boundaries of time and type! With this tin, choose the quaking force of Great Tusk ex as an Ancient PokÃ©mon, the iron-clad determination of Iron Treads ex as a Future PokÃ©mon, or the burning spirit of Charizard ex as a Darkness-type Tera PokÃ©mon. Then, discover even more awesome cards in Scarlet & Violet-Paldean Fates booster packs!
<br>The PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Tin includes:
<br>â¢ 1 foil promo card featuring Shiny Great Tusk ex, Shiny Iron Treads ex, or Shiny Charizard ex
<br>â¢ 5 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ A code card for PokÃ©mon TCG Live",39.94,39.99,61.0,35.58,,Normal,,,,,,,,,,,
528059,Paldean Fates International Tin [Iron Treads ex],Paldean Fates International Tin Iron Treads ex,https://tcgplayer-cdn.tcgplayer.com/product/528059_200w.jpg,3,23353,https://cpt.tcgcsv.com/cff6,2024-02-09T05:03:15.08,1,"Shiny PokÃ©mon ex in the Spotlight!

Behold the breathtaking power of Shiny PokÃ©mon ex who transcend the boundaries of time and type! With this tin, choose the quaking force of Great Tusk ex as an Ancient PokÃ©mon, the iron-clad determination of Iron Treads ex as a Future PokÃ©mon, or the burning spirit of Charizard ex as a Darkness-type Tera PokÃ©mon. Then, discover even more awesome cards in Scarlet & Violet-Paldean Fates booster packs!
<br>The PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Tin includes:
<br>â¢ 1 foil promo card featuring Shiny Great Tusk ex, Shiny Iron Treads ex, or Shiny Charizard ex
<br>â¢ 4 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ A code card for PokÃ©mon TCG Live",35.96,43.99,65.0,23.38,,Normal,,,,,,,,,,,
528060,Paldean Fates International Tin [Great Tusk ex],Paldean Fates International Tin Great Tusk ex,https://tcgplayer-cdn.tcgplayer.com/product/528060_200w.jpg,3,23353,https://cpt.tcgcsv.com/dff6,2024-02-09T05:03:15.08,1,"Shiny PokÃ©mon ex in the Spotlight!

Behold the breathtaking power of Shiny PokÃ©mon ex who transcend the boundaries of time and type! With this tin, choose the quaking force of Great Tusk ex as an Ancient PokÃ©mon, the iron-clad determination of Iron Treads ex as a Future PokÃ©mon, or the burning spirit of Charizard ex as a Darkness-type Tera PokÃ©mon. Then, discover even more awesome cards in Scarlet & Violet-Paldean Fates booster packs!
<br>The PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Tin includes:
<br>â¢ 1 foil promo card featuring Shiny Great Tusk ex, Shiny Iron Treads ex, or Shiny Charizard ex
<br>â¢ 4 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ A code card for PokÃ©mon TCG Live",35.96,39.99,60.0,32.35,,Normal,,,,,,,,,,,
528063,Paldean Fates International Tin [Charizard ex],Paldean Fates International Tin Charizard ex,https://tcgplayer-cdn.tcgplayer.com/product/528063_200w.jpg,3,23353,https://cpt.tcgcsv.com/hff6,2024-02-09T05:03:15.08,1,"Shiny PokÃ©mon ex in the Spotlight!

Behold the breathtaking power of Shiny PokÃ©mon ex who transcend the boundaries of time and type! With this tin, choose the quaking force of Great Tusk ex as an Ancient PokÃ©mon, the iron-clad determination of Iron Treads ex as a Future PokÃ©mon, or the burning spirit of Charizard ex as a Darkness-type Tera PokÃ©mon. Then, discover even more awesome cards in Scarlet & Violet-Paldean Fates booster packs!
<br>The PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Tin includes:
<br>â¢ 1 foil promo card featuring Shiny Great Tusk ex, Shiny Iron Treads ex, or Shiny Charizard ex
<br>â¢ 4 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ A code card for PokÃ©mon TCG Live",44.0,53.98,99.0,50.32,,Normal,,,,,,,,,,,
528079,Paldean Fates Premium Collection [Meowscarada ex],Paldean Fates Premium Collection Meowscarada ex,https://tcgplayer-cdn.tcgplayer.com/product/528079_200w.jpg,3,23353,https://cpt.tcgcsv.com/Cff6,2024-02-09T05:03:15.403,1,"Capturing a Shiny PokÃ©mon has always been a rare feat, but you can add three of these PokÃ©mon with special coloring to your arsenal in each of these collections! The final Evolution appears as a Shiny PokÃ©mon ex, while the Basic and Stage 1 PokÃ©mon join in as playable promo cards, and you can show off the full Evolution chain in a magnetic 3-card protector. You'll also find an oversize card featuring the star PokÃ©mon ex, plus a stack of booster packs from the Scarlet & Violet-Paldean Fates expansion to further grow your collection!
<br>Each PokÃ©mon TCG: Scarlet & Violet-Paldean Fates PokÃ©mon ex Premium Collection includes:
<br>â¢ 1 etched foil promo card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>â¢ 1 etched foil promo card featuring Shiny Floragato, Shiny Crocalor, or Shiny Quaxwell
<br>â¢ 1 etched foil promo card featuring Shiny Sprigatito, Shiny Fuecoco, or Shiny Quaxly
<br>â¢ 1 oversize foil card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>â¢ 8 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ 1 magnetic 3-card protector with base
<br>â¢ A code card for PokÃ©mon TCG Live",68.86,83.84,89.87,56.77,,Normal,,,,,,,,,,,
528080,Paldean Fates Premium Collection [Skeledirge ex],Paldean Fates Premium Collection Skeledirge ex,https://tcgplayer-cdn.tcgplayer.com/product/528080_200w.jpg,3,23353,https://cpt.tcgcsv.com/Dff6,2024-02-09T05:03:15.403,1,"Capturing a Shiny PokÃ©mon has always been a rare feat, but you can add three of these PokÃ©mon with special coloring to your arsenal in each of these collections! The final Evolution appears as a Shiny PokÃ©mon ex, while the Basic and Stage 1 PokÃ©mon join in as playable promo cards, and you can show off the full Evolution chain in a magnetic 3-card protector. You'll also find an oversize card featuring the star PokÃ©mon ex, plus a stack of booster packs from the Scarlet & Violet-Paldean Fates expansion to further grow your collection!
<br>Each PokÃ©mon TCG: Scarlet & Violet-Paldean Fates PokÃ©mon ex Premium Collection includes:
<br>â¢ 1 etched foil promo card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>â¢ 1 etched foil promo card featuring Shiny Floragato, Shiny Crocalor, or Shiny Quaxwell
<br>â¢ 1 etched foil promo card featuring Shiny Sprigatito, Shiny Fuecoco, or Shiny Quaxly
<br>â¢ 1 oversize foil card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>â¢ 8 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ 1 magnetic 3-card protector with base
<br>â¢ A code card for PokÃ©mon TCG Live",99.0,102.0,109.97,59.69,,Normal,,,,,,,,,,,
528082,Paldean Fates Premium Collection [Quaquaval ex],Paldean Fates Premium Collection Quaquaval ex,https://tcgplayer-cdn.tcgplayer.com/product/528082_200w.jpg,3,23353,https://cpt.tcgcsv.com/Gff6,2024-02-09T05:03:15.403,1,"Capturing a Shiny PokÃ©mon has always been a rare feat, but you can add three of these PokÃ©mon with special coloring to your arsenal in each of these collections! The final Evolution appears as a Shiny PokÃ©mon ex, while the Basic and Stage 1 PokÃ©mon join in as playable promo cards, and you can show off the full Evolution chain in a magnetic 3-card protector. You'll also find an oversize card featuring the star PokÃ©mon ex, plus a stack of booster packs from the Scarlet & Violet-Paldean Fates expansion to further grow your collection!
<br>Each PokÃ©mon TCG: Scarlet & Violet-Paldean Fates PokÃ©mon ex Premium Collection includes:
<br>â¢ 1 etched foil promo card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>â¢ 1 etched foil promo card featuring Shiny Floragato, Shiny Crocalor, or Shiny Quaxwell
<br>â¢ 1 etched foil promo card featuring Shiny Sprigatito, Shiny Fuecoco, or Shiny Quaxly
<br>â¢ 1 oversize foil card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>â¢ 8 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ 1 magnetic 3-card protector with base
<br>â¢ A code card for PokÃ©mon TCG Live",63.98,79.8,79.87,53.58,,Normal,,,,,,,,,,,
528227,Paldean Fates International Tins [Set of 3],Paldean Fates International Tins Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/528227_200w.jpg,3,23353,https://cpt.tcgcsv.com/zjf6,2024-02-09T05:03:15.08,1,"Shiny PokÃ©mon ex in the Spotlight!
<br>
Behold the breathtaking power of Shiny PokÃ©mon ex who transcend the boundaries of time and type! With this tin, choose the quaking force of Great Tusk ex as an Ancient PokÃ©mon, the iron-clad determination of Iron Treads ex as a Future PokÃ©mon, or the burning spirit of Charizard ex as a Darkness-type Tera PokÃ©mon. Then, discover even more awesome cards in Scarlet & Violet-Paldean Fates booster packs!
<br>The PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Tin includes:
<br>â¢ 1 foil promo card featuring Shiny Great Tusk ex, Shiny Iron Treads ex, or Shiny Charizard ex
<br>â¢ 4 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ A code card for PokÃ©mon TCG Live",130.0,133.5,140.0,102.66,,Normal,,,,,,,,,,,
528228,Paldean Fates Tins [Set of 3],Paldean Fates Tins Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/528228_200w.jpg,3,23353,https://cpt.tcgcsv.com/Bjf6,2024-02-09T05:03:15.08,1,"Shiny PokÃ©mon ex in the Spotlight!
<br>
Behold the breathtaking power of Shiny PokÃ©mon ex who transcend the boundaries of time and type! With this tin, choose the quaking force of Great Tusk ex as an Ancient PokÃ©mon, the iron-clad determination of Iron Treads ex as a Future PokÃ©mon, or the burning spirit of Charizard ex as a Darkness-type Tera PokÃ©mon. Then, discover even more awesome cards in Scarlet & Violet-Paldean Fates booster packs!
<br>The PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Tin includes:
<br>â¢ 1 foil promo card featuring Shiny Great Tusk ex, Shiny Iron Treads ex, or Shiny Charizard ex
<br>â¢ 5 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ A code card for PokÃ©mon TCG Live",128.99,139.47,144.0,128.53,,Normal,,,,,,,,,,,
528229,Paldean Fates Tech Sticker Collections [Set of 3],Paldean Fates Tech Sticker Collections Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/528229_200w.jpg,3,23353,https://cpt.tcgcsv.com/Cjf6,2024-01-26T05:03:19.627,1,"Spruce up your tablet, laptop, or other tech device with a loyal and friendly Shiny PokÃ©mon pal from the Paldea region! Inside this box, you'll find a cool tech sticker and promo card featuring one of three Shiny PokÃ©mon, plus booster packs from the special Scarlet & Violet-Paldean Fates expansion.
The PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Tech Sticker Collection includes:
<br>â¢ 1 foil promo card featuring Shiny Greavard
<br>â¢ 1 tech sticker featuring Shiny Greavard
<br>â¢ 3 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ A code card for PokÃ©mon TCG Live",76.99,79.99,159.99,64.86,,Normal,,,,,,,,,,,
528324,Paldean Fates Premium Collection [Set of 3],Paldean Fates Premium Collection Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/528324_200w.jpg,3,23353,https://cpt.tcgcsv.com/vlf6,2024-02-09T05:03:15.403,1,"Capturing a Shiny PokÃ©mon has always been a rare feat, but you can add three of these PokÃ©mon with special coloring to your arsenal in each of these collections! The final Evolution appears as a Shiny PokÃ©mon ex, while the Basic and Stage 1 PokÃ©mon join in as playable promo cards, and you can show off the full Evolution chain in a magnetic 3-card protector. You'll also find an oversize card featuring the star PokÃ©mon ex, plus a stack of booster packs from the Scarlet & Violet-Paldean Fates expansion to further grow your collection!
<br>Each PokÃ©mon TCG: Scarlet & Violet-Paldean Fates PokÃ©mon ex Premium Collection includes:
<br>â¢ 1 etched foil promo card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>â¢ 1 etched foil promo card featuring Shiny Floragato, Shiny Crocalor, or Shiny Quaxwell
<br>â¢ 1 etched foil promo card featuring Shiny Sprigatito, Shiny Fuecoco, or Shiny Quaxly
<br>â¢ 1 oversize foil card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>â¢ 8 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ 1 magnetic 3-card protector with base
<br>â¢ A code card for PokÃ©mon TCG Live",195.0,239.98,399.99,184.35,,Normal,,,,,,,,,,,
528771,Paldean Fates Booster Bundle,Paldean Fates Booster Bundle,https://tcgplayer-cdn.tcgplayer.com/product/528771_200w.jpg,3,23353,https://cpt.tcgcsv.com/rwf6,2024-02-23T05:03:12.98,1,"The spotlight glistens on Shiny PokÃ©mon making their fated return to the PokÃ©mon TCG! Shiny Pikachu blazes the path forward as Tinkaton, Ceruledge, Dondozo, and more than 100 other Shiny PokÃ©mon follow. Meanwhile, Great Tusk and Iron Treads appear as Ancient and Future PokÃ©mon ex, and Charizard, Forretress, and Espathra show off their own unique skills as Shiny Tera PokÃ©mon ex. Shed some light and discover sparkling wonders in the Scarlet & VioletâPaldean Fates expansion!
<br>Expand your collection with this Booster Bundle containing six booster packs from PokÃ©mon TCG: Scarlet & VioletâPaldean Fates!",42.0,56.5,105.0,48.16,,Normal,0820650856174,,,,,,,,,,
529039,Paldean Fates Mini Tin [Set of 5],Paldean Fates Mini Tin Set of 5,https://tcgplayer-cdn.tcgplayer.com/product/529039_200w.jpg,3,23353,https://cpt.tcgcsv.com/PDf6,2024-02-09T05:03:15.08,1,"This product contains 5 Mini Tins designs.
<br>In each PokÃ©mon TCG: Scarlet & Violet-Paldean Fates Mini Tin, youâll find:
<br>â¢ 2 PokÃ©mon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>â¢ 1 sticker sheet
<br>â¢ A PokÃ©mon art card showing the art from this Mini Tin-you can collect and combine all 5!",72.99,90.99,207489.77,61.38,,Normal,,,,,,,,,,,
530700,Paldean Fates Elite Trainer Box Case,Paldean Fates Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/530700_200w.jpg,3,23353,https://cpt.tcgcsv.com/0jg6,2024-01-30T22:05:47.02,0,"Each Paldean Fates Elite Trainer Box Case contains 10 Elite Trainer Boxes.
<br>
The PokÃ©mon TCG: Scarlet & VioletâPaldean Fates Elite Trainer Box includes:
<br>â¢ 9 PokÃ©mon TCG: Scarlet & VioletâPaldean Fates booster packs
Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.
<br>â¢ 1 full-art foil promo card featuring Shiny Mimikyu
<br>â¢ 65 card sleeves featuring Shiny Mimikyu
<br>â¢ 45 PokÃ©mon TCG Energy cards
<br>â¢ A playerâs guide to the Scarlet & VioletâPaldean Fates expansion
<br>â¢ 6 damage-counter dice
<br>â¢ 1 competition-legal coin-flip die
<br>â¢ 2 plastic condition markers
<br>â¢ A box to hold everything, with 4 dividers to keep it organized
<br>â¢ A code card for PokÃ©mon Trading Card Game Live",849.0,850.0,1499.69,648.46,,Normal,,,,,,,,,,,
